,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
978,3359861,4987,retweet,bd998533f5c2624a51dfa9eb1d84c249e113e841c8f8d20d427e7c51d495c8bc,RT ŏdzbb Sen. Migz Zubiri: Our meeting was so good yesterday with our second Mr. and Speyer Martin Romualdez and we talked about government pririority bills to facilitate economic growth and the raising of each Filipino life:/tco/fexMvVX,,1674913017,Twitter,,bills economic facilitate fexmvvx filipino good government growth life martin meeting migz mr pririority raising romualdez rt sen speyer talked tco yesterday zubiri ŏdzbb,24,social_and_economic_issues,,11,44,supportive,,0
290,375580,2413,retweet,e40be7d651736f6414a13f527da09f7416cbd851be08ecc149ce8c574ba0a864,"RT @ruminarist IT'S SAD when some people who went to EDSA 1 and marched on the street the first time think that that's the only day of deliverance from the Marcos dictatorship. It's not. Students, workers, and farmers among many paid for it dearly with their own lives before it happened. 😮‍💨",,1677372336,Twitter,,day dearly deliverance dictatorship edsa farmers happened lives marched marcos paid people rt sad street students time workers,18,social_and_economic_issues,,15,145,opposing,,0
888,5048512,34744,retweet,22579ab6270f524d169c6ce69380e91f3a74d36fa17df706d46548308098c2e6,"RT @ABSCBNNews President Ferdinand Marcos, Jr's official visit to the United States yielded $1.3 billion in investment pledges, Malacañang said on Friday. #MarcosInUS https://t.co/ECqqb12z72",,1683322461,Twitter,,billion ferdinand friday investment jr malacañang marcos official pledges president rt states united visit yielded,15,social_and_economic_issues,,18,21,supportive,,0
6824,6874746,17241,retweet,3ea79b0c4e66f4cd16051b253504370f9aa1a014ad0dd6c8810097c518c384f7,"RT @raissawriter The answer to this is a question we must ask Marcos Jr. and his cousin Speaker Martin OVER AND OVER: So, if lifting ""restrictive economic provisions"" is the key to progress, why didn't the Dictator Marcos with all his powers do that with his 1973 Constitution? Sigue nga. 😎",,1676327518,Twitter,,answer constitution cousin dictator economic jr key lifting marcos marcos martin nga powers progress provisions question restrictive rt sigue speaker,20,social_and_economic_issues,,10,9,opposing,,0
507,5717484,7660,retweet,3b2e4c1af1b8bef49d381fdf3c088b206dfa56340a987ff5e6be766e727a27bb,RT @inquirerdotnet JUST IN: DTI says latest tracking of investment pledges from President Ferdinand Marcos Jr.'s Japan trip now at $10 billion or over P500 billion. | @GabrielLaluINQ https://t.co/FbCclmjcCf,,1676208196,Twitter,,10 billion billion dti ferdinand investment japan jr latest marcos p500 pledges president rt tracking trip,16,social_and_economic_issues,,14,131,supportive,,0
130,3595424,10307,retweet,07f142aa1eb350b43be6605ced98d4be713e65e049f0cf34b367add4616a8586,RT @jcpunongbayan Another Lopez asset that might soon be coopted by another Marcos gov't. We're just repeating history. We never learned its lessons. https://t.co/Q9U4K0j6r6,,1684997953,Twitter,,asset coopted gov history learned lessons lopez marcos repeating rt,10,social_and_economic_issues,,111,53,opposing,,0
996,5953692,902,retweet,7064a291068d651a89bc127444657275c765baa128f882206943030c05b338f7,"RT @radyopilipinas1 Filipinos will feel the effects of President Ferdinand R. Marcos Jr.’s aggressive efforts to bring in more investments to the Philippines beyond his term, the government’s economic team said on Wednesday. | https://t.co/0V9FjfBlGY https://t.co/N0YPTbhn1G",,1674264313,Twitter,,aggressive bring economic effects efforts feel ferdinand filipinos government investments jr marcos philippines president rt team term wednesday,18,social_and_economic_issues,,14,85,supportive,,0
890,3029925,34744,retweet,28fa80a7c57f9130e9dca7a27abd14ecdd0d83b95a3fa19d374356cc9c93fe4f,"RT @InquirerBiz JUST IN: The Bangko Sentral ng Pilipinas says inflation in Feb. may have registered within the range of 8.5% to 9.3%, suggesting the possibility of posting higher than Jan.’s 8.7%. | @RonWDomingoINQ https://t.co/ddbRA4WQEY",,1677592332,Twitter,,bangko feb higher inflation jan ng pilipinas possibility posting range registered rt sentral suggesting,14,social_and_economic_issues,,12,21,opposing,,0
781,2813050,37852,retweet,4b2cec97181df6e79f58c3bcd00345b83671c3a68b85edc31a747d320c5621e6,RT @rowena_guanzon @ABSCBNNews @JervisManahan This is the Marcos government policy on smuggled goods? Ibenta sa Kadiwa stores ? Attn COA.,,1679357822,Twitter,,attn coa goods government ibenta kadiwa marcos policy rt sa smuggled stores,12,social_and_economic_issues,,37,30,opposing,,0
1111,1555323,1818,retweet,0f9e295346dbb06fdd3c514027b2113a3b06d0091a36a9d193f5e75407b09c78,"RT @gmanews President Ferdinand ""Bongbong"" Marcos Jr. said the government is studying reverting school vacation back to March. https://t.co/VpgjVSbeh1",,1682328641,Twitter,,back bongbong ferdinand government jr march marcos president reverting rt school studying vacation,13,social_and_economic_issues,,21,39,supportive,,0
6096,5584773,6044,retweet,dfa65c0054b07f3a5f172f940b625b93974cfc37901885a09821e450d3862cdc,"RT @BYNLaguna We are in the middle of the worst economic crisis in years. Instead, Marcos Jr. is prioritizing term extensions, importation, and more creative ways of corruption. Wala nang mas tamang panahon para umalma kundi ngayon.",,1677621388,Twitter,,corruption creative crisis economic extensions importation jr kundi marcos mas middle nang ngayon panahon para prioritizing rt tamang term umalma wala ways worst years,24,social_and_economic_issues,,10,89,opposing,,0
365,180693,24158,retweet,015b2acdc2e1111e2ee24b7b73b1391d396f572dc4a008fb532f278dadb6455f,RT @pcogovph President Ferdinand R. Marcos Jr. arrived in Switzerland on Sunday for his inaugural participation in the World Economic Forum (WEF) in Davos. Read: https://t.co/Z5JrvyWe0n https://t.co/CKgiZV0Edy,,1673824643,Twitter,,arrived davos economic ferdinand forum inaugural jr marcos participation president read rt sunday switzerland wef world,16,social_and_economic_issues,,40,18,supportive,,0
7055,4531454,9556,retweet,d9238263273b10ce7d06cf36064ea980d0a2a6f6617438df4a03e0d38a2da5b1,"RT @PilipinasScm Reported four new Marcos villas in Malacañang are houses 'built on sand'—SCMP From new villas to unli-plane rides to-and-from Ilocos and Davao, we call for an investigation on how much is being wasted and we call to put an end to these Imeldific expenses —Spox @thekejofglory https://t.co/BE0dGvjUAR",,1672913617,Twitter,,built call call davao end expenses houses ilocos imeldific investigation malacañang marcos plane put reported rides rt sand scmp spox unli villas villas wasted,24,social_and_economic_issues,,10,24,opposing,,0
903,4949469,96346,retweet,7394a11f4c07463191370f324834700b5f5d525c033ce62c8dc1aa39b90a81fd,"RT @pcogovph President Ferdinand R. Marcos Jr. has accomplished a lot in the initial days of his participation in the World Economic Forum (WEF) in Switzerland, particularly by telling the Philippines’ success story",,1674088434,Twitter,,accomplished days economic ferdinand forum initial jr lot marcos participation philippines president rt story success switzerland telling wef world,19,social_and_economic_issues,,23,57,supportive,,0
4878,2414944,6528,retweet,5b78dc6aa6e978c275da935f2195eeecef3c1eff86aa32a9bffd770f5a3edb48,"RT @rapplerdotcom While President Marcos enjoys high approval and trust ratings, a majority of Filipinos are unhappy with his administration’s strategy in controlling inflation, according to the results of a Pulse Asia Research Incorporated survey held in March. https://t.co/AbyeSz7jey https://t.co/69HWo33Nfd",,1681317654,Twitter,,administration approval asia controlling enjoys filipinos held high incorporated inflation majority march marcos president pulse ratings research results rt strategy survey trust unhappy,23,social_and_economic_issues,,32,17,opposing,,0
2,1536584,8756,retweet,8b7b55d4b9c717e2c67296de81d028796aa219463cc7e8bc034ba2ba822b1f09,"RT @bilyonaryo_ph A retired international investment banker has sounded the alarm on the absence of clear guidelines in the bill creating the Maharlika Investment Fund, which is awaiting President Ferdinand Marcos Jr.'s signature. #BilyonaryoMoney https://t.co/xGyKOvFoGJ",,1686047190,Twitter,,absence alarm awaiting banker bill clear creating ferdinand fund guidelines international investment investment jr maharlika marcos president retired rt signature sounded,21,social_and_economic_issues,,83,70,opposing,,0
1211,3409258,9507,retweet,9e6e92e784c8d2db92871958974c08e31ca5b92d10ac6b9caae79e69af3cd16d,"RT @PhilippineStar President Marcos cited inflation, fluctuating oil prices, the Russian invasion of Ukraine and interest rate hikes to vouch for the need of the country to set up a wealth fund to pump-prime the economy. https://t.co/fhF3tu55fH | @onenewsph https://t.co/00Jy8sBUSw",,1684993649,Twitter,,cited country economy fluctuating fund hikes inflation interest invasion marcos oil president prices prime pump rate rt russian set ukraine vouch wealth,22,social_and_economic_issues,,31,113,supportive,,0
1057,6582538,8323,retweet,d1dba3e25792a813c96e8b484f601d4ddcfe21e13803fcefb122ab0ab988384b,"RT ŠPTVSTINE: President Ferdinand R. Marcos Jr., Department of Tourism Secretary Cristina Frasco, and other members of the Philippine delegation, in tourism stainholders Thursday, Feb. 9, 2023 in Tokyo, Japan. #PBAMapVisit Courtesy: DOT/Facebook hops:/t.co/88BEq9",,1675926651,Twitter,,88beq9 courtesy cristina delegation department dot facebook feb ferdinand frasco hops japan jr marcos members philippine president rt secretary stainholders thursday tokyo tourism tourism šptvstine,25,social_and_economic_issues,,12,283,supportive,,0
3120,386597,34109,retweet,37b725e1f464c6c9226a66e83ec01f011b386b97d95e91920596be6a5623dbca,"RT @BVanGogh13 How can there be healing in this country when you Marcos family continue to enjoy the fruits of stolen wealth, never compensated thousands of Martial Law victims, continue with your corrupt ways and desecrated Libingan ng mga Bayani by forcing Marcos Sr. to be buried there?",,1677405545,Twitter,,bayani buried compensated continue continue corrupt country desecrated enjoy family forcing fruits healing law libingan marcos marcos martial mga ng rt sr stolen thousands victims ways wealth,27,social_and_economic_issues,,10,33,opposing,,0
1149,4390000,23446,retweet,9e4cde0de592fffff6d1e9dde088019fbc338ca76c65e7c570a15a1a5ac87ce6,RT @pcogovph The efforts of the administration of President Ferdinand R. Marcos Jr. to provide jobs to Filipinos gained momentum with the country’s unemployment rate improving to pre-pandemic levels based on a recent labor force survey. READ: https://t.co/Jzgy8HcMaV https://t.co/XpgyELgF0S,,1672996645,Twitter,,administration based country efforts ferdinand filipinos force gained improving jobs jr labor levels marcos momentum pandemic pre president provide rate read recent rt survey unemployment,25,social_and_economic_issues,,14,51,supportive,,0
1410,885610,11726,retweet,d64168b009dd2d134b1c92e00735832cf9e938b37825f76f9290d64f5692f75c,RT @inquirerdotnet President Ferdinand Marcos Jr. explained to rice industry stakeholders that the Masagana Rice Industry Development Program aims to reach 97.5 percent rice sufficiency in five years. READ: https://t.co/Zm2cpTCRru https://t.co/KkhJ6wenpc,,1685704691,Twitter,,97 aims development explained ferdinand industry industry jr marcos masagana percent president program reach read rice rice rice rt stakeholders sufficiency years,22,social_and_economic_issues,,17,241,supportive,,0
925,5970460,96346,retweet,e5b1bba0aa843e1dd4ca02cee693edf55ea64f425a6425dcdfbf2846f1fef902,RT @pcogovph The administration of President Ferdinand R. Marcos Jr. will implement a calibrated importation of onions in a bid to safeguard farmers during the harvest season. Read: https://t.co/GI7YMowKaY https://t.co/CoAnT6HDMt,,1673702614,Twitter,,administration bid calibrated farmers ferdinand harvest implement importation jr marcos onions president read rt safeguard season,16,social_and_economic_issues,,25,57,supportive,,0
222,2442905,5747,retweet,20f2325aa3524a0a50d92aa77c99feced34344904eda1bee11ab78ea95a96c3c,"RT @PhilippineStar JUST IN: The country's outstanding debt settled at P13.42 trillion as of end-2022. The Marcos admin added some P627 billion in debt during its first six months in office. Debt-to-GDP ratio eases to 60.9%, closing in to the 60% internationally accepted threshold. | @maureensimeon https://t.co/Zsb7fbdiij",,1675312845,Twitter,,2022 42 60 60 accepted added admin billion closing country debt debt debt eases end gdp internationally marcos months office outstanding p13 p627 ratio rt settled threshold trillion,28,social_and_economic_issues,,21,120,opposing,,0
139,1061346,10307,retweet,3d0fdcc8e20c51c768c7361d362d99ff819e37761a7ece0a9336b142b38b34b8,RT @SyLicoNgaAko The future of the 🇵🇭 economy under Marcos Jr. can be likened to the P20 per kilo of rice that he promised during the campaign period; or like the billions of dollars investment pledges that he bragged about during his lavish trips abroad. It’s like Ripley’s believe it or not.,,1687686587,Twitter,,abroad billions bragged campaign dollars economy future investment jr kilo lavish likened marcos p20 period pledges promised rice ripley rt trips,21,social_and_economic_issues,,24,53,opposing,,0
15470,5862685,92317,retweet,6614ec42cc036880750805496cc5f6f8315a248137357426182656da4c435d87,RT @MangrovePh PAGPUPUGAY SA MGA MANGINGISDA! May 1 is Labor Day and it is high time to recognize the efforts and contributions of our Filipino fisherfolk in the fisheries industry particularly in the economy and food security. https://t.co/oIRprWEY6u,,1682941996,Twitter,,contributions day economy efforts filipino fisherfolk fisheries food high industry labor mangingisda mga pagpupugay recognize rt sa security time,19,social_and_economic_issues,,11,6,supportive,,0
816,4659906,7554,retweet,6685365dd5e9b60229220ae92e43204b104acd5407f0f64260679d2495bc3ca1,"RT @Richeydarian Beyond the disastrous legacy of Marcos dictatorship, what are the TRUE roots of Philippine economic malaise? Why didn’t we ever develop an export-oriented manufacturing-driven economy like our neighbors? Check our Nexus episode :) https://t.co/1cFqmLZ7YF",,1686826499,Twitter,,check develop dictatorship didn disastrous driven economic economy episode export legacy malaise manufacturing marcos neighbors nexus oriented philippine roots rt true,21,social_and_economic_issues,,23,7,opposing,,0
202,4363360,5747,retweet,018fd8f632366d44a30521c2b7af2e0b3e41e1f00d2319eb02362eeca19728be,"RT ŠPitos Santa Family of marcos refused to pay taxes when the supreme court ruled, and how would you respect the government, and then would the dial with no budgets in front of them?",,1682571965,Twitter,,budgets court dial family front government marcos pay refused respect rt ruled santa supreme taxes špitos,16,social_and_economic_issues,,15,120,opposing,,0
51,6238584,25354,retweet,3979adab68e2e1c19bf810c2d08a0398897eaca429305a3ee0a42055b1a00a8d,"RT @PilipinasScm URGENT ALERT POLICE NABS 4 CAMSUR FARMERS OPPOSED TO HARMFUL DEV’T PROJECT, INCLUDING PROMINENT PEASANT-LEADER (thread) https://t.co/HIUhDCSrgf",,1687277851,Twitter,,alert camsur dev farmers harmful including leader nabs opposed peasant police project prominent rt thread urgent,16,social_and_economic_issues,,25,35,opposing,,0
155,3564833,18688,retweet,106a790e96919c1ecb777b42bf7ca8166a5e8b42cfaf0954f7df9d1283ac246d,"RT KURAPS and MAMBUBWUDE_DKOS Until THE PIPS could overcome the fact that the KURAPs and MAMBUBUDOL our government is blind, the economy of THE PHILIPPINES will continue to collapse and the Filipinos will suffer more and more in poverty:/tco./YWuk9vsHFsf’sf’s",,1678699376,Twitter,,blind collapse continue economy fact filipinos government kuraps kuraps mambubudol mambubwude_dkos overcome philippines pips poverty rt sf suffer tco ywuk9vshfsf,20,social_and_economic_issues,,70,59,opposing,,0
160,2941509,18688,retweet,69bc18e3304efacadd240ac667d2201a92efa65dcc5ac8b5b7946c78fda3f035,"RT Šrj Wise ""I don't understand the economy of the Philippines, there are some presidents who get worse. Take Bong Revilla to jail and prove to be a guilty, still thick with my face to run, and the Filipinos tos again. Mark, the son of the dictator, still vote..""",,1675564251,Twitter,,bong dictator economy face filipinos guilty jail mark philippines presidents prove revilla rt run son thick tos understand vote wise worse šrj,22,social_and_economic_issues,,202,59,opposing,,0
10810,2585236,1532,retweet,6d2cccc2524d50a485391b49243c8a8c03cea0dba42430437485a68b807168d9,"RT @GabrielaWomenPL A side dish at Foila Mare Italian restaurant in Washington DC - where Marcos Jr. and his entourage of tycoons had dinner - costs almost the family living wage (P1,121) for a family of five in the Philippines. https://t.co/PFVwJkiKK4",,1683090917,Twitter,,121 costs dc dinner dish entourage family family foila italian jr living marcos mare p1 philippines restaurant rt side tycoons wage washington,22,social_and_economic_issues,,10,16,opposing,,0
1039,6801618,8323,retweet,cf05ee63aba99ae664e2c8381436cb57fbad9cc85fb9b2ebd3347430983d7e1b,"RT @opgovph President Ferdinand R. Marcos Jr. and the Philippine delegation interacted with several Chief Executive Officers (CEOs) who are attending the 2023 World Economic Forum. Various important issues were discussed in the business breakfast on January 18, 2023.",,1674100940,Twitter,,18 2023 attending breakfast business ceos chief delegation discussed economic executive ferdinand forum important interacted issues january jr marcos officers philippine president rt world,24,social_and_economic_issues,,11,283,supportive,,0
0,4870883,8756,retweet,f969df7d693a3608037a54c0312ef2097db0bebda6dd3b487aa2a306bb909066,"RT @pinoyanghang Please RECTIFY your report, Ms. Umali. The total amount of investment pledges from PBBM's China state visit is in US DOLLARS (22.8 Billion), not PESOS (22Billion). cc @bongbongmarcos https://t.co/29hN7FKi1V",,1673011677,Twitter,,22 22billion amount billion cc china dollars investment ms pbbm pesos pledges rectify report rt state total umali visit,19,social_and_economic_issues,,45,70,supportive,,0
805,882693,9241,retweet,a2dff2c4d5168cda0927e02ea0ef445f9471fef3c015944d0c5c983071e92c46,"RT @_Allan_Bernabe_ Zubiri recognized the need to bump up allowances of Senate employees more than 4× due to rising surge of inflation since Marcos Jr took the presidency, just to enable them to make ends meet. But find no urgency to address the same problem faced by tens of millions of Filipinos?",,1676991288,Twitter,,4× address allowances bump due employees enable ends faced filipinos find inflation jr make marcos meet millions presidency problem recognized rising rt senate surge tens urgency zubiri,27,social_and_economic_issues,,10,32,opposing,,0
17,6251470,25739,retweet,9c4d6c709e8fab45829822abb92a3ea8352b31398ffd05b72acf8ba3dbda1c0e,RT @rowena_guanzon Government will control the sugar market again under BBM. Just like what Marcos did thru NASUTRA National Sugar Trading corp and PHILSUCOM. NEVER AGAIN https://t.co/2FVMWO6Pe6,,1684572864,Twitter,,bbm control corp government marcos market nasutra national philsucom rt sugar sugar trading,13,social_and_economic_issues,,215,15,opposing,,0
887,2993034,34744,retweet,f6ae182b97348d56f7cd3723998c7b92fcc4c9fe01c17174059e9ee42c0e2c7b,"RT @JervisManahan What did President Bongbong Marcos achieve on his first year as agriculture secretary? From smuggled sugar to overpriced onions, let's take a lookback on the issues that hounded the first year of his leadership. Here is my special report for @TVPatrol. https://t.co/AQT0T2qIUC",,1687964900,Twitter,,achieve agriculture bongbong hounded issues leadership lookback marcos onions overpriced president report rt secretary smuggled special sugar year year,19,social_and_economic_issues,,41,21,opposing,,0
6793,3921826,11832,retweet,45b8aa80b2b297bd43ffb7047dee3be18b34c4070e77c827d1fc20210af6c38a,"RT ŠIan Young People — Mark Sr is president in 1971. Just after the 1970 FQS and Diliman immune. The GDP per capita growth -23% in 1970. A year after filmwasd, Marcos declared Martial Law.",,1678264952,Twitter,,1970 1971 23 capita declared diliman filmwasd fqs gdp growth immune law marcos mark martial people president rt sr year young šian,22,social_and_economic_issues,,25,88,neutral,,0
36,4707149,2804,retweet,4fc7e0bbe756d31e6badfb073b4b177b5e46dd80c7220297b6e9d96e98258130,"RT @natoreyes The EDSA anniversary has been reduced to ""holiday economics"" by the Marcos regime. There is no reference to what the people achieved in 1986. There is a deliberate attempt to downplay the anti-dictatorship struggle. Long weekend nga, pero hikahos naman ang mamamayan.",,1677311782,Twitter,,1986 achieved ang anniversary anti attempt deliberate dictatorship downplay economics edsa hikahos holiday long mamamayan marcos naman nga people pero reduced reference regime rt struggle weekend,26,social_and_economic_issues,,14,95,opposing,,0
7089,421511,22814,retweet,5bcbba9bca0c61fc272d38e6c1fa64516a46e2d5ad806278e3d59746ee876630,"RT @karenvaughn_ Marcos is selling the idea of Maharlika Investment Fund to Davos attendees? Do you think they'll buy it? I guess not. There you go, ultimate goal reveal! Fight Corruption In The Philippines https://t.co/n498eDMR8X",,1675231315,Twitter,,attendees buy corruption davos fight fund goal guess idea investment maharlika marcos philippines reveal rt selling ultimate,17,social_and_economic_issues,,13,15,opposing,,0
153,4469525,18688,retweet,bfe1b21ff4144686ff51c423531f6e90159fb7651ec7bda538630976c08c940a,RT @EDENAGU43721338 Marcos Jr. Gives Go-Signal For NAIA Privatization. The NAIA mess was just a drama? This is really the game plan?,,1673690682,Twitter,,drama game jr marcos mess naia naia plan privatization rt signal,11,social_and_economic_issues,,146,59,opposing,,0
184,3193191,5747,retweet,1e0261625cc17dcfee38f9b94cbd25402bbe4b6daf8861955df48dba8539ca11,"RT @verafiles A YouTube video falsely claimed that the late president Ferdinand Marcos Sr. established the Asian Development Bank (ADB). Marcos Sr. was not ADB’s founder, though he inaugurated the regional bank’s headquarters in the country in 1966. https://t.co/fpqZYWcW9i",,1685070654,Twitter,,1966 adb adb asian bank bank claimed country development established falsely ferdinand founder headquarters inaugurated late marcos marcos president regional rt sr sr video youtube,25,social_and_economic_issues,,17,120,opposing,,0
15795,1749653,160735,retweet,9b4a7eb88c745ffcac7dd6dd9baf56b3579bb1a34651c6e9567a5312de6c0cc7,RT President Ferdinand R. Marcos Jr. (@bongbongmarcos) has issued an executive order (EO) “to further streamline” the administrative structure of the Office of the President (OP). https://t.co/XJlOzuDTg7,,1675343764,Twitter,,administrative eo executive ferdinand issued jr marcos office op order president president rt streamline structure,15,social_and_economic_issues,domestic_political_issues,10,11,supportive,,0
15796,186455,160735,retweet,6af90881700d992b3457bf4ccea5af32f5c320fda15d6ee0bad206bd4f16bf37,"RT Malacañang said Saturday the business agreements secured by President @bongbongmarcos with Chinese firms would help reduce the prices of fertilizer, a vital part of the administration’s current bid to help farmers and ensure food security. https://t.co/N2zYBJ5M80",,1676269060,Twitter,,administration agreements bid business chinese current ensure farmers fertilizer firms food malacañang part president prices reduce rt saturday secured security vital,21,social_and_economic_issues,,10,11,supportive,,0
274,3033110,2413,retweet,ea33863d2fa7252e230e2e547e018dd24582e4251faaf64f5b9adf6416e95fe8,"RT ŠWynvivi1 The most concerned with farmers, fishermen and Filipinos. Character, protection and Creditity! There is not all the disabled tool 31M SD cards! Save Our Farmers https://t.co/nlPifHriQq",,1674058534,Twitter,,31m cards character concerned creditity disabled farmers farmers filipinos fishermen protection rt save sd tool šwynvivi1,16,social_and_economic_issues,,17,145,neutral,,0
32,3400629,2804,retweet,016852f6521499a14ebe0f9848edc0a87b5737e4a691681a0cc2eb09b6b05aa2,"RT @sonnyafrica Mga di ordinaryong Pilipino na sure winners from Pres. Marcos’s Maharlika Fund? Its Board of Directors who may get up to ₱23.3M each in compensation. If so, putting them among top 20 highest paid govt officials. Paid over 200 times what average minimum wage earner gets today. https://t.co/v0A73pXiR5",,1685668149,Twitter,,3m average board compensation di directors earner fund govt highest maharlika marcos mga minimum na officials ordinaryong paid paid pilipino pres putting rt times today top wage winners ₱23,29,social_and_economic_issues,,158,95,opposing,,0
6320,2287700,4672,retweet,28869a6b2cb8f3626b38177a97bd8023de9e275b8131e4da3fdfc72c3d553eeb,"RT @grandmaster1976 Marcos is eying sale of government assets to fund the Maharlika. They are trying hard to support the said wealth fund since this had unpopular from the people. Have you noticed, aside from borrowing they are turning the sale of government assets due to lack of resources.",,1675020301,Twitter,,assets assets borrowing due eying fund fund government government hard lack maharlika marcos noticed people resources rt sale sale support turning unpopular wealth,23,social_and_economic_issues,,11,21,opposing,,0
374,3305609,43996,retweet,9a6ea6b784f07924fe60d3ad2762636c2406e87d74ff53cf95d5bdacc1d632eb,"RT @AntonMonta2 But in obtaining P70 million, Marcos Jr. said this was “inadequate.” And so on June 28, 1984, Marcos Sr. indulged Marcos Jr. by issuing a memorandum to Marcos the wife “to allocate P60 million from the KKK as an additional equity investment.” https://t.co/8JjCjS9wpp",,1675053195,Twitter,,1984 28 additional allocate equity inadequate indulged investment issuing jr jr june kkk marcos marcos marcos marcos memorandum million million obtaining p60 p70 rt sr wife,26,social_and_economic_issues,,21,43,opposing,,0
2813,1346270,76039,retweet,f6740899d6750e4703e7fe4084b3eb2450725606b79f5e4d88f2528b8903a433,"ROT öRI_ph With # AngatBuhay is the hope of EDSA. We will be surrounded and will continue to help our people, no matter what their color. The hope that the day will come when no Filipino resident will be left on the fringe and we will face tomorrow. #EDSA37",,1677300231,Twitter,,angatbuhay color continue day edsa face filipino fringe hope hope left matter people resident rot surrounded tomorrow öri_ph,18,social_and_economic_issues,,12,11,neutral,,0
168,1587590,18688,retweet,106fa473ad48e849f13561ed6083442fb98afba6cf5bc7dff80d8f6742d43b57,"RT ŠCelestine_DKila FROM DUTERTE TO MARK JR GOVERNANCE ... the government doesn’t work for the Filipinos, but they’re busy building themselves up. Nothing is developed in the economy of the Philippines. HTtps:/tco/TxmYSjuN11",,1678178514,Twitter,,building busy developed doesn duterte economy filipinos governance government jr mark philippines rt work šcelestine_dkila,15,social_and_economic_issues,,37,59,opposing,,0
66,3223550,81864,retweet,5fbe7b41d2d2c4e0dd2f2a47f85ad06d70f14d7370d20677769ad78031200e90,"RT @thecockyrocky Good News 2 Also, the Philippines has achieved its lowest unemployment rate in 36 years or since 1986. It is important to note that the unemployment rate worsened when a Marcos was removed from Malacañang and was fixed when a Marcos returned to Malacañang.",,1674892528,Twitter,,1986 achieved fixed good important lowest malacañang malacañang marcos marcos news note philippines rate rate removed returned rt unemployment unemployment worsened years,22,social_and_economic_issues,,15,29,supportive,,0
12030,3586714,96255,retweet,b70d8ca4444655be6d9d9edaad59ae423125dfcd6129e2c4b611f709dc380d03,RT @cnnphilippines BREAKING: Bangko Sentral ng Pilipinas hikes interest rates by 50 basis points to 6%. | @lisbetesmael Story soon on https://t.co/aKKwOvZDPQ https://t.co/lCfu8zQLBX,,1676544532,Twitter,,bangko basis breaking hikes interest ng pilipinas points rates rt sentral story,12,social_and_economic_issues,,10,14,neutral,,0
80,50543,3616,retweet,29ec54cb62d39902e1508b3e864387dfb4aaeebb7fd3329bbaa95ae2a53082f4,"RT @inquirerdotnet The net inflows of foreign direct investments into the Philippines shrank by 23 percent to $9.2 billion in 2022, according to the Bangko Sentral ng Pilipinas. | @RonWDomingoINQ https://t.co/wVK0eWtARP",,1678425149,Twitter,,2022 bangko billion direct foreign inflows investments net ng percent philippines pilipinas rt sentral shrank,15,social_and_economic_issues,,66,29,opposing,,0
2014,5764523,1815,retweet,a4e5287e453f7e769e67591bf6c886e320a2866feadb7ae047b54bf9f9abde7c,"RT @PhilippineStar At the International Trade Forum in Taguig, President Marcos said the export industry is “crucial and indispensable” to the Philippines’ developmental strategy, with no less than $49 billion worth of revenues still untapped and unlocked by the sector. https://t.co/8XaIZqmMNW https://t.co/y2GTn8ZlXF",,1686916558,Twitter,,49 billion crucial developmental export forum indispensable industry international marcos philippines president revenues rt sector strategy taguig trade unlocked untapped worth,21,social_and_economic_issues,,22,77,supportive,,0
643,5929534,3498,retweet,5c1ac688bfe6f5b44ef0b9ba331a19f03e1730899b7bf0e87bf330e2a9d3ae7e,"RT @PhilippineStar LONG WEEKEND AHEAD Pursuant to the principle of holiday economics, President Marcos declares February 24, 2023 a special non-working day in celebration of the EDSA People Power Revolution. https://t.co/UyAUdbabZM",,1677168044,Twitter,,24 ahead celebration day declares economics edsa february holiday long marcos people power president principle pursuant revolution rt special weekend working,21,social_and_economic_issues,,102,62,neutral,,0
1378,5757928,11726,retweet,5123f9f247d3fce0ccb55265d92151e66f24f196881c29f72c771c347964b948,"RT @pcogovph President Ferdinand R. Marcos Jr. arrived back home on Sunday evening after a “fruitful” working trip to Japan, sealing $13 billion worth of agreements set to yield thousands of jobs for Filipinos. READ: https://t.co/IsrckcR2lY https://t.co/5Zaxj2KC2G",,1676213623,Twitter,,13 agreements arrived back billion evening ferdinand filipinos fruitful home japan jobs jr marcos president read rt sealing set sunday thousands trip working worth yield,25,social_and_economic_issues,,18,241,supportive,,0
1000,1085913,902,retweet,797b9aaff148ce8d60da4f2dc2f7b94a5e7411ccea8b4648053e9492eaa8798b,RT @pcogovph President Ferdinand R. Marcos Jr. has ordered Department of Agriculture (DA) Usec. Domingo Panganiban to meet with egg producers and traders to determine why prices of chicken eggs have surged in recent weeks despite enough supply in the market. READ: https://t.co/hRzYkIcoss https://t.co/qtLafPmvUh,,1674677484,Twitter,,agriculture chicken da department determine domingo egg eggs ferdinand jr marcos market meet ordered panganiban president prices producers read recent rt supply surged traders usec weeks,26,social_and_economic_issues,,56,85,supportive,,0
